should,actual
0.0027988837161055675,0.02211761474609375
0.0027988837161055675,0.02211761474609375
0.0027988837161055675,0.02199554443359375
0.0027988837161055675,0.02199554443359375
0.0027988837161055675,0.02187347412109375
0.0027988837161055675,0.02187347412109375
0.0027988837161055675,0.02175140380859375
0.0027988837161055675,0.02175140380859375
0.0027988837161055675,0.02162933349609375
0.0027988837161055675,0.02156829833984375
0.0027988837161055675,0.02150726318359375
0.0027988837161055675,0.02138519287109375
0.0027988837161055675,0.02138519287109375
0.0027988837161055675,0.02126312255859375
0.0027988837161055675,0.02126312255859375
0.0027988837161055675,0.02114105224609375
0.0027988837161055675,0.02101898193359375
